"the_geom","NEIGHBORHOOD NAME","VOLTAGE"
"MULTIPOLYGON (((-113.47970029817141 53.61522713828822, -113.4762366463275 53.61561158356743, -113.47448204174796 53.61581622151347, -113.47318087929645 53.61590027251374, -113.46742045441007 53.615913754619605, -113.46742298308254 53.6141094173659, -113.46742798320227 53.61053885656384, -113.46743523540715 53.60691755922738, -113.4696181895843 53.60690984949616, -113.47022601922693 53.606895810803636, -113.47086485871439 53.60685578224832, -113.4715850835964 53.60676727923326, -113.47225008266177 53.606645830380316, -113.47373112667722 53.606365273515664, -113.47641979201993 53.60589848148253, -113.47672621017773 53.605850277757945, -113.47791436498164 53.6057684661233, -113.47940298828311 53.60576852331864, -113.48020455193311 53.60576854698736, -113.48101443908466 53.60576856543931, -113.48173969897537 53.60581186288105, -113.48244079299229 53.60591539818071, -113.48510468405516 53.606306092110394, -113.48850157077592 53.606793894814324, -113.4889330009702 53.60682003228232, -113.49168085711081 53.60678496784211, -113.49170507769598 53.60810574168986, -113.49171395349082 53.61275181416136, -113.49179330235474 53.61403255402575, -113.48966991424906 53.61402373649223, -113.4890665648253 53.614041550500524, -113.48794288009097 53.61419004432926, -113.48600883910584 53.6144400201322, -113.47970029817141 53.61522713828822)))","Evansdale","15 kV"
"MULTIPOLYGON (((-113.3443300901333 53.63443217523258, -113.3443378914035 53.628606136707, -113.35064260243118 53.628623071879176, -113.35655742287564 53.62862769259644, -113.3566352954071 53.62871914240318, -113.35663527448666 53.628810459289916, -113.35663405240415 53.634202018974904, -113.3566338603959 53.63493043884151, -113.35663370002607 53.63509838876492, -113.35659136084334 53.635066408504734, -113.35637888907743 53.63516376393521, -113.3558737806025 53.635388238708565, -113.35572241020613 53.63545549802934, -113.35541888884097 53.635590046940116, -113.35500236070779 53.63577468763524, -113.35490407892866 53.635818253866375, -113.35503591586367 53.63592287850221, -113.3532658445118 53.63592716474542, -113.3459022745878 53.63594471195041, -113.3446206908008 53.6359477193589, -113.34448978233448 53.63594802612265, -113.34432805853888 53.635948318530225, -113.3443300901333 53.63443217523258)))","Evergreen","25 kV"
"MULTIPOLYGON (((-113.49757114292129 53.51807483978296, -113.49491669016041 53.51806704525168, -113.49477505872242 53.51708009303992, -113.49462711692327 53.516127061321335, -113.49435000003865 53.514240002644364, -113.49421667943004 53.514144388708225, -113.49414383021949 53.51414420810238, -113.49364846948923 53.51108276810148, -113.49361723935786 53.5108896988133, -113.49348455007434 53.51086731856203, -113.49267581587156 53.505838654519195, -113.49208741882076 53.50218429827139, -113.49178474911771 53.50030404855543, -113.49176186019933 53.50016190831397, -113.49171638332828 53.499880475876175, -113.4940076703013 53.4998665245088, -113.49765658226039 53.4998683622466, -113.49765652823257 53.50074182559332, -113.49765648913252 53.501616693398546, -113.49765309697379 53.5025282281307, -113.49765436259806 53.50343218367606, -113.49765566672984 53.504364111082324, -113.49766225891433 53.50543738354917, -113.4976632094534 53.50636848783056, -113.49766321432065 53.50737943726431, -113.49766420536069 53.50835643503494, -113.49766179102812 53.50926496881011, -113.49766392896922 53.51166236420894, -113.4975908027262 53.51174549068082, -113.49758649167754 53.512343871207506, -113.49758545487084 53.51328996019928, -113.4975860735668 53.51423908160296, -113.49758249168428 53.51518566461649, -113.4975797254633 53.51613477149559, -113.49757362203096 53.51707982946424, -113.49757114292129 53.51807483978296)))","Strathcona Junction","15 kV"
"MULTIPOLYGON (((-113.36793631971052 53.61610659840863, -113.36585869488067 53.61594114712275, -113.3629845857958 53.615711716905075, -113.36277137887944 53.61569113274118, -113.362560398449 53.61566361210733, -113.36235227804424 53.615629240162356, -113.36214765095467 53.615588118242876, -113.36194713346055 53.61554037275949, -113.36175133252254 53.61548614625183, -113.36156083811662 53.615425604535666, -113.36137622788824 53.615358928640255, -113.36119805948746 53.615286321955864, -113.35991130162101 53.614731065179356, -113.35963369533827 53.61461126916329, -113.35946651436086 53.614534910410505, -113.35930646280971 53.614453330099636, -113.35915399959565 53.61436676165562, -113.35900956521195 53.61427545637764, -113.35887357581235 53.6141796753197, -113.35855585213794 53.61390526405451, -113.35846259416346 53.613805459366034, -113.35837764958491 53.613703065382104, -113.35830121868419 53.61359832491707, -113.35823348497883 53.613491489679745, -113.35817460926003 53.613382814850254, -113.35812473414036 53.61327255820502, -113.35774771036964 53.612349041350456, -113.35770254029944 53.61223847817086, -113.35761154913546 53.61201578739498, -113.35759013379295 53.61196340823538, -113.35753838215622 53.61183701591179, -113.35748661266659 53.61171062526377, -113.35743492993643 53.6115842134895, -113.35738327481882 53.611457794648814, -113.35733162606434 53.611331374918095, -113.35727998518396 53.611204954305336, -113.35675552686044 53.60992128390893, -113.35675939595953 53.609705871319896, -113.35695822114072 53.60967433685757, -113.35730563291315 53.60963746625797, -113.35754725970558 53.60965236475152, -113.35768972570911 53.60970147219063, -113.35811604628616 53.609618867144675, -113.35849438928847 53.60965903490681, -113.35910722732159 53.60956409885765, -113.35930914981635 53.60954839419441, -113.35933137277019 53.60954178985371, -113.35977860514134 53.609408869633306, -113.36013380651792 53.60934928091328, -113.36029499689465 53.60934974542916, -113.36062289577623 53.60921144404349, -113.36071383635671 53.60912330747116, -113.3608624777886 53.60905216594622, -113.36103519479785 53.60894791635272, -113.36131700836708 53.60890786318296, -113.36167690560951 53.60879797529063, -113.36184924304487 53.60871298663419, -113.3622472774976 53.60859359103391, -113.36257703126026 53.608420700882526, -113.36290994054568 53.60816336564342, -113.36338633277266 53.60803437748264, -113.36342674582943 53.60829154730454, -113.36340989666249 53.608756721789526, -113.36319341099419 53.608958691727246, -113.3629765364631 53.6089968098518, -113.36295069280104 53.60908742253912, -113.3628161325047 53.609187698664314, -113.36275025979936 53.60956063965466, -113.36276339508173 53.60961996130498, -113.36269839076151 53.609906652311025, -113.36301173633079 53.61017909478654, -113.36322291164532 53.610302143824136, -113.36320476025307 53.610329901961684, -113.36334829398547 53.61032357924998, -113.3635594356153 53.610392908470416, -113.36392935127465 53.61038722887868, -113.36403448012776 53.61045511405538, -113.36430267515635 53.610534712356746, -113.36433863103315 53.61064115255666, -113.36447931553447 53.610745441436656, -113.3645224439792 53.610828910186896, -113.36456960919399 53.610908117639234, -113.365026313073 53.61115033127576, -113.36582991435745 53.61125232169997, -113.36607521393344 53.61118242091368, -113.3663503126408 53.61104147617385, -113.36655367941705 53.61088765886937, -113.36669027418453 53.61073924791104, -113.36729924921595 53.61076949952801, -113.36744503608867 53.61081306941989, -113.36754422211456 53.61071210876994, -113.36783723955337 53.61046588583474, -113.36816018825493 53.61028176318621, -113.3680761722191 53.61021465359476, -113.36794726264537 53.61019847387159, -113.3677390643881 53.610213406929326, -113.36736818012014 53.61028746741721, -113.36700965723912 53.61034106997956, -113.36676532980529 53.61030784404347, -113.36604372699361 53.61030941902156, -113.36586419619964 53.61049281598423, -113.36568485334992 53.61062343996758, -113.36559129201258 53.61056601613276, -113.3653711144355 53.6102187595356, -113.36503051556329 53.609974001950064, -113.36495996524374 53.6099298677367, -113.36443339767355 53.60974497181397, -113.36449119176528 53.60926403046729, -113.3645347218768 53.60918638916716, -113.36484823325104 53.60908269737991, -113.36511181721504 53.60896957782446, -113.36521046093532 53.60881206657037, -113.36507048346337 53.60864412831606, -113.3652752309416 53.608345177219476, -113.36538050651185 53.60800218285405, -113.36560439023994 53.60788545948102, -113.36603842372155 53.60786791572328, -113.3661954282651 53.60769487320402, -113.36549755426105 53.60736089126482, -113.36555223252171 53.60733659911156, -113.36599014642474 53.607331875735014, -113.36637094940605 53.60744171251644, -113.36665940603628 53.60720962292982, -113.36705044008303 53.60702876149624, -113.3674594610017 53.606777151126145, -113.36752130456917 53.606754520611226, -113.36792575715901 53.60660651796003, -113.36791483720532 53.60657892815606, -113.3674105557172 53.605304815402775, -113.36738540747663 53.60524109948981, -113.36742371645059 53.6052127400612, -113.36746219572927 53.60518541670507, -113.36754004824256 53.60513109547951, -113.3675911229257 53.605094303625435, -113.36760777335968 53.60508161804532, -113.36762386979338 53.60506869679864, -113.36765457751994 53.60504224259377, -113.36767409508867 53.60502422639599, -113.36769914385326 53.60499984230196, -113.36773121002328 53.60496689569718, -113.36777256241044 53.604922686593746, -113.36777569847912 53.6049187735932, -113.36777810746096 53.604914682423576, -113.36778119881266 53.60490607491201, -113.36778234544879 53.60490011338171, -113.36778544554295 53.604875947594344, -113.36778751569096 53.60486935383692, -113.36779145075323 53.60486221998952, -113.3677944322738 53.604858639551885, -113.36779841902789 53.60485502488622, -113.36781373372357 53.60484415907028, -113.3678305590767 53.60483421690348, -113.36784245770662 53.60482800484848, -113.36785897721857 53.6048201287357, -113.36792823729535 53.60479063325904, -113.36794760127303 53.604781977796925, -113.3679687224864 53.60477149308113, -113.36797938279355 53.604765543153306, -113.36799017951574 53.60475885529759, -113.36803926581459 53.60472697257396, -113.36808797274325 53.604694689748186, -113.36811924712629 53.60467254449649, -113.36813641543216 53.60465955695244, -113.36815523654809 53.60464434601547, -113.36817549905675 53.604626398367806, -113.36819600392117 53.60460607969802, -113.36821176039555 53.604589085929334, -113.3682495429617 53.604684814419876, -113.36863694836721 53.60566465807444, -113.36866541822285 53.60573677874774, -113.36867085847526 53.605750588339994, -113.36887400961763 53.606264218109935, -113.36887358498657 53.606373162730414, -113.36887254069532 53.60664152605477, -113.36887182379446 53.60682550470854, -113.3691722719121 53.60681480136235, -113.36923587712765 53.60672519689925, -113.36957798285997 53.606451891212465, -113.36998124761173 53.60625297342234, -113.37035604612151 53.60614243073818, -113.37090162904249 53.606066968314295, -113.37139205947055 53.60605232284216, -113.37185134901895 53.60612305748609, -113.37232087736353 53.606271582618625, -113.37457038010534 53.60715941020638, -113.37517592425218 53.60732766079505, -113.37576399011063 53.607474280464366, -113.37667503983423 53.607650338445175, -113.37787217507687 53.6078042510771, -113.38287574016246 53.608268700677, -113.37975150348403 53.61336104889142, -113.37932295581616 53.614057342656096, -113.37813648421671 53.61598971636141, -113.3774783045629 53.61598958101932, -113.37526024395515 53.61598909820865, -113.37495312706943 53.61598902775431, -113.37290206758999 53.61598682752933, -113.37160289093016 53.61598350907605, -113.37086203109966 53.615991851444306, -113.37050323715125 53.61600525722267, -113.37035908718254 53.616015109604994, -113.37018496732414 53.61603572654643, -113.36935021149915 53.61614203178438, -113.36899969054673 53.61617526103873, -113.3690059999854 53.61405138853794, -113.36794455378885 53.61404967691433, -113.3679413199122 53.61419253845883, -113.36794033591242 53.614525129830895, -113.36794019247431 53.614586739532854, -113.36793972532578 53.614789615848565, -113.36793965743819 53.614844446936594, -113.36793924596319 53.6151536768956, -113.36793922297012 53.6151718095476, -113.3679381870333 53.61544493868469, -113.36793812186146 53.61546306212693, -113.36793719095712 53.61572136676628, -113.36793694631027 53.61578934606974, -113.36793631971052 53.61610659840863)))","Fraser","15 kV"
"MULTIPOLYGON (((-113.41855372923689 53.54117588621543, -113.421066222062 53.5411755497489, -113.42341748873149 53.541183645208, -113.42794868357869 53.5411912811775, -113.42842630896014 53.541188356572306, -113.4293524489468 53.54118268084304, -113.42935211063705 53.54232296755834, -113.42935187389648 53.54312623311214, -113.42965614638949 53.54316795101809, -113.42996041949829 53.54320966725262, -113.43029569662073 53.54327090251149, -113.43053493240113 53.5433231985286, -113.4308399265868 53.54339970540419, -113.43112256644086 53.54349027435371, -113.43145342658828 53.543604458042786, -113.43249365598089 53.54405314452569, -113.43425426074535 53.54505617818327, -113.43609162063473 53.54608952041523, -113.43622083737327 53.54617260521032, -113.43636047128159 53.546281686126136, -113.4364636984773 53.546390595336156, -113.43653717679267 53.54651354156488, -113.43659474111145 53.54662431578271, -113.43663152110413 53.54675130710661, -113.4366462881584 53.54687067881289, -113.43664310013632 53.54742820208305, -113.43663707558706 53.54808376030631, -113.43652250913799 53.548449358161896, -113.43583788244581 53.54931635930082, -113.43276241900377 53.54929756065633, -113.43124098870376 53.549296418833094, -113.43083286006342 53.5493235300474, -113.4295927620558 53.54936109751411, -113.42855755947274 53.54939244693093, -113.4278393963638 53.5494584072253, -113.42712532987606 53.54953861311326, -113.42599400996912 53.54968622555949, -113.42448367463844 53.54998118844697, -113.42342714693952 53.55021503669472, -113.42181272054327 53.55069479380183, -113.42046467556743 53.55115154891412, -113.42018862929639 53.55124130513832, -113.41989704715017 53.55131716395965, -113.41967082117657 53.55135806273392, -113.41945321733495 53.551387244708614, -113.4191963090264 53.551402795920694, -113.41894522622738 53.55140493537206, -113.4185442901954 53.55141372431401, -113.41855157107508 53.548954985628534, -113.41855605553214 53.54744089962702, -113.4185659524112 53.54470297658876, -113.41855728326354 53.542592015553105, -113.41855372923689 53.54117588621543)))","Fulton Place","15 kV"
"MULTIPOLYGON (((-113.57795588311258 53.58129191104094, -113.57798208869033 53.57899679145049, -113.57800115492212 53.576764473624706, -113.58219871160833 53.57676601356454, -113.58435067294064 53.57676682367526, -113.58712310699264 53.57676647065461, -113.58728651906705 53.576765528436596, -113.5874692326919 53.5767858647307, -113.5878066875737 53.576865030175085, -113.58806748272939 53.57700180370505, -113.58860466896837 53.57741127616343, -113.58899235144001 53.57754345178289, -113.5894271270887 53.57761539784744, -113.5903700968145 53.577620206260384, -113.59035956821725 53.57928257600162, -113.59225675217488 53.57884534707319, -113.59270894623016 53.579540236543956, -113.59276702585265 53.57962322603098, -113.5926978611983 53.57964177027087, -113.59334550850345 53.58002303807738, -113.59370707857758 53.58023425483446, -113.59323817850918 53.58034003885926, -113.59359975826717 53.58055125865482, -113.59340249190163 53.580595760650894, -113.59120084933724 53.58109240804307, -113.59055214886992 53.58123873876829, -113.59039266026416 53.5812740943093, -113.59024811990753 53.58130669542813, -113.58711651264706 53.58201297277215, -113.5839848028696 53.58271916787233, -113.5837442298805 53.58277263846006, -113.58356615956481 53.58281116867249, -113.5830972288425 53.58290859012675, -113.58262531979517 53.583000781232016, -113.58215059899067 53.58308771108406, -113.58167322998159 53.583169348770596, -113.58126615641473 53.58323446016654, -113.5808573996875 53.58329572280189, -113.5804684455246 53.58335021788965, -113.58007815977687 53.58340122859117, -113.57958227249017 53.583460810693204, -113.5790845687015 53.58351476635413, -113.57858522998528 53.583563078218795, -113.57810760756493 53.58360387327126, -113.5781084180224 53.58332746921822, -113.5780862910684 53.58303220639139, -113.57795588311258 53.58129191104094)))","Gagnon Estate Industrial","15 kV"
"MULTIPOLYGON (((-113.41829607171324 53.5177907631052, -113.41842524271519 53.5143267845491, -113.42106032355439 53.51417722201777, -113.42235760200606 53.51426949465487, -113.42457227548856 53.51472762035048, -113.4250851878087 53.51482800116573, -113.43158681190907 53.51631991261713, -113.43679896197969 53.517587370130954, -113.43679661511842 53.51804390918433, -113.43218863145141 53.518043430956986, -113.43064772442193 53.51804323085351, -113.42281097220504 53.51804063464814, -113.41854900246142 53.518034813563716, -113.41829607171324 53.5177907631052)))","Gainer Industrial","15 kV"
"MULTIPOLYGON (((-113.51359988498552 53.525657874567834, -113.51357829589635 53.525536920137455, -113.5135479119808 53.52541663802041, -113.51350878951727 53.525297255785446, -113.5134916208171 53.52525210840393, -113.51347984219441 53.52522298168145, -113.51341870300874 53.52508953115686, -113.51334657700878 53.524958042462764, -113.51330424641803 53.52488971021999, -113.51324323576749 53.52479972555729, -113.51317702733131 53.524711054125305, -113.51317393440094 53.524707111042176, -113.51317083844496 53.524703168845235, -113.5130972117363 53.52461390553663, -113.5130183114679 53.52452625705966, -113.51295261468292 53.5244585268352, -113.51288376865435 53.52439191598406, -113.51282990434342 53.52434254922576, -113.51277842416303 53.5242973976208, -113.51273242513864 53.52425859359851, -113.51265797249233 53.524198605836254, -113.51258086275053 53.52413982210699, -113.51243003473148 53.52403346941665, -113.51227838187859 53.523936500877895, -113.51227400468741 53.52393383663652, -113.51226962595791 53.523931175084485, -113.51226006114305 53.523868143072725, -113.51196178245233 53.52387048535852, -113.50965921392877 53.52396167177117, -113.50631173886082 53.523400383586555, -113.50630490658857 53.52242689161966, -113.50630144584208 53.521933807089546, -113.50630282948848 53.520985405482726, -113.50630575959637 53.52003353431014, -113.50630788200718 53.51908782407715, -113.50630911105478 53.518091057589025, -113.50934367511029 53.518096057537555, -113.51204398532501 53.51810091167411, -113.51204422499612 53.51710359302596, -113.51204352771393 53.516154874111415, -113.5120421256156 53.51520660416805, -113.51203923039958 53.51473303933558, -113.51203633369698 53.514259475357996, -113.51204210034767 53.514073389739806, -113.51501579993736 53.51457481930428, -113.51661862676767 53.51484552977676, -113.51783143842539 53.51504920468803, -113.52074684174228 53.51553868223388, -113.52298143258835 53.51591605538489, -113.52307947977212 53.51627848605375, -113.5224579300588 53.51642197616411, -113.52199627364433 53.516639087032004, -113.52163312914577 53.51694326156827, -113.5211727901678 53.51772145029351, -113.52101650842795 53.51793326147571, -113.52075058377373 53.51810203379512, -113.52075529873623 53.519103827956336, -113.5207668295791 53.52005481436206, -113.52078243823064 53.5210003085189, -113.52078048436869 53.521950664568855, -113.52078731370011 53.52290091279197, -113.51780490351601 53.52289724547082, -113.5150087371139 53.52289274788505, -113.51500715432395 53.52384653524974, -113.51500313814577 53.52479722229619, -113.51499835607825 53.52574826103349, -113.51361022325706 53.52574824510054, -113.51359988498552 53.525657874567834)))","Garneau","15 kV"
"MULTIPOLYGON (((-113.5904103654549 53.566537978114404, -113.59041103003472 53.57041887795662, -113.58724630226575 53.570411348109005, -113.58357405559384 53.57043283299101, -113.5811386270076 53.57041308480148, -113.57801788774711 53.57041872088357, -113.57794942918991 53.56779184090933, -113.57794681382747 53.56714011617406, -113.57793933919925 53.565277735343244, -113.57795668962645 53.564220181862666, -113.57803503256851 53.56316123577301, -113.58114643087652 53.56316717183788, -113.58420604227987 53.56317800760721, -113.58724706177642 53.56319125297563, -113.59004136964231 53.56316865369175, -113.59022351325144 53.563117731692834, -113.59031458489673 53.56309227013963, -113.59040565643292 53.56306680851676, -113.59039935594825 53.56449391689305, -113.59039450140936 53.565593351182194, -113.5904103654549 53.566537978114404)))","Garside Industrial","15 kV"
"MULTIPOLYGON (((-113.4208832611541 53.462015720916376, -113.42089769522835 53.45931201389346, -113.42264458863404 53.4594080971599, -113.42436200277288 53.45942109927802, -113.42549338264921 53.45937363481425, -113.42619822838162 53.45928916847162, -113.42698615727404 53.45916000655295, -113.42870192926715 53.45878878790084, -113.43045457525184 53.45847277327407, -113.43175293346386 53.45838511342666, -113.43430310893824 53.4583853939425, -113.43421815554082 53.45990503276512, -113.43431553065628 53.46101848386137, -113.4343955414979 53.46134363235566, -113.43458991136059 53.46213349754209, -113.43531103269501 53.46384358382292, -113.43598937314138 53.46545209222295, -113.43201438921801 53.465480765943774, -113.42770916185515 53.46539792800794, -113.42448762842785 53.46530743118132, -113.42041709956665 53.465055118008586, -113.42066686823186 53.46424269067433, -113.42077729277247 53.46356854219436, -113.4208832611541 53.462015720916376)))","Tawa","15 kV"
"MULTIPOLYGON (((-113.66568555850763 53.51045155934037, -113.66568544801868 53.51034779315267, -113.66565727153487 53.51034781859599, -113.66550056199306 53.51034795894205, -113.66532125216364 53.51034812028635, -113.66502275269147 53.510348387780056, -113.66460823080381 53.510348758632375, -113.66453203454292 53.51034828066246, -113.66422864480124 53.51006875589805, -113.66395851842736 53.50981987266999, -113.66366020049152 53.50954501273957, -113.66357823699612 53.50946949287455, -113.66349897201692 53.50939645978647, -113.66341921495348 53.509322973263096, -113.66333942375876 53.50924945334095, -113.66325958643803 53.50917589189872, -113.66317995291813 53.50910251788502, -113.66310002186701 53.509028869803984, -113.66301831326467 53.50895358300188, -113.66290811485757 53.5088520449694, -113.66289361691419 53.508838686827694, -113.66289052892718 53.508744369977286, -113.6628870428427 53.50863715438662, -113.66288341444599 53.50852716890513, -113.66287983241187 53.508417801789534, -113.66287576642068 53.50829362975801, -113.66287155462834 53.50816503889247, -113.66286845932859 53.5080705153319, -113.66286534091383 53.50797529708612, -113.66286236071556 53.50788431792861, -113.66286065180307 53.507831451117944, -113.66283871004923 53.50717521828769, -113.66242756915062 53.5049252737088, -113.66231491380519 53.50430898499329, -113.6621831293601 53.503587778849905, -113.66266448153277 53.503556410140334, -113.66276851819623 53.50354962718052, -113.66414703958658 53.503459758671575, -113.66422285869899 53.503456045665125, -113.664221032022 53.50173576483108, -113.66414521089517 53.50173401882241, -113.66409971425405 53.50173320625719, -113.66393897133037 53.50173033454891, -113.66355225377646 53.50172342653614, -113.6632915663649 53.50171876926655, -113.66326918349964 53.50171836924467, -113.66308087087222 53.50171500446512, -113.66289255978307 53.50171163939323, -113.66260527168895 53.50170650573303, -113.66223964597191 53.50169997020696, -113.66212936981226 53.50169799886157, -113.66213325746823 53.50151669447129, -113.66213813985264 53.501288941461716, -113.66214054742123 53.501176637411824, -113.66214295497585 53.50106433335975, -113.6621462250843 53.50091177976978, -113.66215226898044 53.50062985061247, -113.66216751909764 53.49991841120048, -113.6621727099215 53.49967626339513, -113.66217974093843 53.499348217112114, -113.66220701837648 53.49807565866586, -113.66230076214411 53.49791866183149, -113.66242631671273 53.497708405633325, -113.66243534802841 53.49769326632351, -113.6625168810225 53.497556661858695, -113.66269961041866 53.49725041900334, -113.66272726527946 53.49723622093722, -113.66284152567411 53.497177504187086, -113.66411679004665 53.49652215001532, -113.66413902880016 53.49651069151864, -113.6641378162863 53.495721086030656, -113.66413759372368 53.49557704209723, -113.66413664329956 53.49495775209896, -113.66413600581849 53.4945433461572, -113.66413576957565 53.49438939955373, -113.66413517866044 53.494004190209814, -113.66413479528296 53.493754437729855, -113.66575587164743 53.493737751265414, -113.6675820557016 53.49382333523345, -113.66925315604912 53.494024894236695, -113.67237286825123 53.49461716855892, -113.67287514598395 53.49471251644114, -113.6754241059845 53.495495953552016, -113.6766633716018 53.49593215806984, -113.67666362266614 53.4961257760843, -113.67666386157293 53.49631069109711, -113.67666417522366 53.49655273673732, -113.67666452123004 53.496820441140706, -113.67666458813545 53.496872065115674, -113.67666501008642 53.49719812852395, -113.67666508074576 53.497252032259254, -113.67666551503092 53.49758756694542, -113.67666554399486 53.49760951178369, -113.67666563966061 53.49768508806618, -113.67666575404505 53.49789013317519, -113.67666600864523 53.49817044465638, -113.6766661727716 53.4983703373001, -113.6766662303789 53.498470724766776, -113.67666628012174 53.49856442032234, -113.67666633118914 53.498663686312945, -113.67666638979095 53.49876295232227, -113.67666646766874 53.498867608195845, -113.67666655207091 53.49896130383892, -113.67666663933883 53.499060565427804, -113.67666672361945 53.49915982341256, -113.67666681363315 53.49926446852878, -113.67666689355991 53.499358157863284, -113.67666697627705 53.49945742302766, -113.67666705292433 53.49955669356557, -113.6766671191833 53.49965039633754, -113.67666717792005 53.49974409729049, -113.67666723650797 53.499843364180386, -113.67666729480038 53.4999480181848, -113.67666735307829 53.50005267398456, -113.6766674116572 53.500151941767875, -113.67666747172883 53.50025121135079, -113.67666753029269 53.50035048092797, -113.67666758855393 53.50045513851781, -113.67666763977725 53.500548835843375, -113.67666771384087 53.500654387581015, -113.67666778641035 53.50075993751555, -113.67666785958328 53.5008642195231, -113.67666789713114 53.50091811594686, -113.67666805343096 53.50114319897264, -113.67666821340133 53.50137294933579, -113.67666829437088 53.50149027006051, -113.67666845633819 53.50172332277581, -113.67666859742371 53.50192603954203, -113.67666878008137 53.50218925384989, -113.67666882108321 53.502247647770616, -113.67666895849598 53.50244529999219, -113.6766690899641 53.502623132641716, -113.67666928187342 53.502878196630704, -113.6766694770781 53.503147286883625, -113.67666947444692 53.50315000963806, -113.67666947181579 53.503152732392536, -113.67666956445473 53.503310114550786, -113.67666966831537 53.50348781051246, -113.67666983773255 53.503775540350496, -113.67667012412176 53.50407364753586, -113.67667026699618 53.504314948357134, -113.67667028261525 53.504341617080016, -113.67667048208943 53.50464579674726, -113.67667067711757 53.50491292527404, -113.67667108361765 53.50549691539928, -113.67667117357091 53.50562533198989, -113.67667146434287 53.50604328817319, -113.67667150322247 53.50609720522153, -113.6766717304526 53.50642486890466, -113.67667317272067 53.5084947515081, -113.67667342166193 53.50885184068439, -113.67667343280688 53.5088682024292, -113.67667354819727 53.509035263321806, -113.67646220305444 53.50916672290001, -113.67703067051642 53.50967417817106, -113.67740318895036 53.51019476531939, -113.67761039660203 53.510972305966085, -113.67760394968869 53.512224995230504, -113.6679181241022 53.51223463304699, -113.66661625083634 53.51223586859737, -113.6656522602286 53.512236774621705, -113.6656804786371 53.512171052641385, -113.66568728944239 53.51215518892943, -113.66568716723428 53.512028202911225, -113.66568661906281 53.51145845561843, -113.6656859141375 53.510789669498024, -113.66568577172693 53.51065452230595, -113.66568555850763 53.51045155934037)))","Glastonbury","25 kV"
"MULTIPOLYGON (((-113.49191894433298 53.5967688063995, -113.4920701619121 53.599497320789446, -113.48505612836394 53.599499698152954, -113.48090773327107 53.5994931344297, -113.47463700428501 53.59955792535691, -113.47112427642978 53.59960897075148, -113.46740088011215 53.59966119694949, -113.46735515697578 53.59772425466099, -113.46733334365234 53.5968636152107, -113.46730674264624 53.595318865130224, -113.46727096725817 53.594400311639575, -113.4672626247801 53.5931813055546, -113.46723917065643 53.59221280425884, -113.46821237638297 53.592205786787375, -113.46907462136859 53.592210232113416, -113.46993284895984 53.59220465027122, -113.47059708433721 53.59220478546409, -113.47086434904088 53.592143445187176, -113.47263379995206 53.59213063125393, -113.4728377688431 53.592193850266376, -113.47597721404405 53.59216598391789, -113.47619768032705 53.59209753546745, -113.47971391785073 53.59207811122285, -113.48097302891524 53.592062790343775, -113.48122523083937 53.592140559285056, -113.4819324322887 53.59214838578606, -113.48759702180571 53.59210584950043, -113.48780701110411 53.59208821682641, -113.48888278185616 53.59207346375301, -113.49195220776927 53.59204972980401, -113.49196909066269 53.59319006681231, -113.49190015707997 53.59326701814897, -113.49189185206838 53.59461416264247, -113.49191894433298 53.5967688063995)))","Glengarry","15 kV"
